,review,true_nc,true_oc,true_nc_oc,abs_true_nc,abs_true_nc_1,instruction,label,formatted_output
192,"This surprise of a find up against Saguaro East has great everything. The view from the front patio is spectacular, and the view from inside the restaurant, facing west, has a beautiful garden with hummingbirds and songbirds alike. The pork ribs are some of the best you'll ever have, straight from a local organic pork producer. Nothing on the menu is bad.","beautiful garden, hummingbirds, songbirds",,"beautiful garden, hummingbirds, songbirds","The view from inside the restaurant, facing west, has a beautiful garden with hummingbirds and songbirds alike.","The view from inside the restaurant, facing west, has a beautiful garden with hummingbirds and songbirds alike.",list what is atypical in the restaurant. Separate them using commas.,"beautiful garden, hummingbirds, songbirds","question: Given the following restaurant review, list what is atypical in the restaurant. Separate them using commas. context: This surprise of a find up against Saguaro East has great everything. The view from the front patio is spectacular, and the view from inside the restaurant, facing west, has a beautiful garden with hummingbirds and songbirds alike. The pork ribs are some of the best you'll ever have, straight from a local organic pork producer. Nothing on the menu is bad."
193,"Great, but expensive. We went there twice and ate outside both times. Live music and lounge area with sofas added to the cool, urban vibe. If you want to sit by the fishies, reservations are a must, even on a weekday. Kids can snorkel in the tank, but you need reservations, too.","Live music, lounge area, fishies, tank","cool, urban vibe","Live music, lounge area, fishies, tank, cool, urban vibe","They have live music and lounge area with sofas.
Kids can snorkel in the fish tank.","The restaurant has live music and lounge area with sofas.
Kids can snorkel in the fish tank.",list what is atypical in the restaurant. Separate them using commas.,"Live music, lounge area, fishies, tank","question: Given the following restaurant review, list what is atypical in the restaurant. Separate them using commas. context: Great, but expensive. We went there twice and ate outside both times. Live music and lounge area with sofas added to the cool, urban vibe. If you want to sit by the fishies, reservations are a must, even on a weekday. Kids can snorkel in the tank, but you need reservations, too."
194,"Came here with my husband on our honeymoon this past week as a celebratory meal. We had seen that this was probably the fanciest place in New Orleans so we had to try it. Definitely make sure to make a reservation. First off, this place is HUGE. Literally we walked through like 5 rooms to get to our table. It was crazy. There are a few options on the menu. You can do the tasting menu, a 3 course meal, or a la carte. We both chose to go with the 3 course meal. I got a shrimp dish and my husband got the quail. For dessert I opted for the souffle. I have to say the food was pretty good. It wasn't the best food I've ever had though for that price, but it was good nonetheless. Most notable was the souffle. It was AMAZING. Worth the extra $3 for it. I was so mad that I couldn't finish it because I was way too full. Overall, this was a good choice for a special occasion. The service is great and the atmosphere is definitely fancy. The managers also make sure to personally come by to congratulate you and thank you for eating at the restaurant which I thought was a good touch. I personally just felt a tad bit out of place here. We were definitely the only minorities at this restaurant and we definitely stood out, but it's fine.Tip: There are a ton of pokestops around here since it's right across from the cemetery. It's also a pokestop by itself too. So get your pokeballs and catch them pokemon!","pokestops, cemetery, pokestop",,"pokestops, cemetery, pokestop","There are a ton of pokestops around since it's right across from the cemetery.
It is a pokestop by itself.","There are a ton of pokestops around the restaurant since it's right across from the cemetery.
It is a pokestop by itself.",list what is atypical in the restaurant. Separate them using commas.,"pokestops, cemetery, pokestop","question: Given the following restaurant review, list what is atypical in the restaurant. Separate them using commas. context: Came here with my husband on our honeymoon this past week as a celebratory meal. We had seen that this was probably the fanciest place in New Orleans so we had to try it. Definitely make sure to make a reservation. First off, this place is HUGE. Literally we walked through like 5 rooms to get to our table. It was crazy. There are a few options on the menu. You can do the tasting menu, a 3 course meal, or a la carte. We both chose to go with the 3 course meal. I got a shrimp dish and my husband got the quail. For dessert I opted for the souffle. I have to say the food was pretty good. It wasn't the best food I've ever had though for that price, but it was good nonetheless. Most notable was the souffle. It was AMAZING. Worth the extra $3 for it. I was so mad that I couldn't finish it because I was way too full. Overall, this was a good choice for a special occasion. The service is great and the atmosphere is definitely fancy. The managers also make sure to personally come by to congratulate you and thank you for eating at the restaurant which I thought was a good touch. I personally just felt a tad bit out of place here. We were definitely the only minorities at this restaurant and we definitely stood out, but it's fine.Tip: There are a ton of pokestops around here since it's right across from the cemetery. It's also a pokestop by itself too. So get your pokeballs and catch them pokemon!"
195,"This review is based on the horrible customer service. Unfortunately, the employee making my sandwich was not wearing a name tag. My husband and I came in ordered a sandwich. The gentleman making the sandwich had a HORRIBLE ATTITUDE (tall young man with long hair). He was completely rude to his associate working with him and could not be bothered. While making our sandwich he ended up taking his glove grabbed his phone and for some reason took a picture of what seems to be aimed at my direction. He placed his cellphone in his pocket, put his glove back on and continued working (with out washing his hands). I hate writing reviews, but based on this mans poor behavior Ike's should really look into this man. He was working on 4/19 @ 11:30 am.",,,,,,list what is atypical in the restaurant. Separate them using commas.,,"question: Given the following restaurant review, list what is atypical in the restaurant. Separate them using commas. context: This review is based on the horrible customer service. Unfortunately, the employee making my sandwich was not wearing a name tag. My husband and I came in ordered a sandwich. The gentleman making the sandwich had a HORRIBLE ATTITUDE (tall young man with long hair). He was completely rude to his associate working with him and could not be bothered. While making our sandwich he ended up taking his glove grabbed his phone and for some reason took a picture of what seems to be aimed at my direction. He placed his cellphone in his pocket, put his glove back on and continued working (with out washing his hands). I hate writing reviews, but based on this mans poor behavior Ike's should really look into this man. He was working on 4/19 @ 11:30 am."
196,"The food was excellent but the beer was flat. Not a good thing for a bar. The parking lot is quite small as well. All in all a decent evening out though. I had the Fat Daddy sandwich that consisted of a slight over cooked breaded chicken cutlet, the Fat Daddy sauce (which I found out is hot sauce and ranch dressing) and shredded lettuce. We shared an order of wings. Their wings are incredibly meaty and cooked perfectly! They have a variety of sauces. We had the ""hot"" which I would put at medium really but they were good. Hindsight says I should have just had more wings!",,,,,,list what is atypical in the restaurant. Separate them using commas.,,"question: Given the following restaurant review, list what is atypical in the restaurant. Separate them using commas. context: The food was excellent but the beer was flat. Not a good thing for a bar. The parking lot is quite small as well. All in all a decent evening out though. I had the Fat Daddy sandwich that consisted of a slight over cooked breaded chicken cutlet, the Fat Daddy sauce (which I found out is hot sauce and ranch dressing) and shredded lettuce. We shared an order of wings. Their wings are incredibly meaty and cooked perfectly! They have a variety of sauces. We had the ""hot"" which I would put at medium really but they were good. Hindsight says I should have just had more wings!"
197,"I've been here a number of times, and it just keeps getting worse. Compared to other Thai restaurants I've been to around the country and in Southeast Asia, Char's is a far cry from a true Thai dining experience. All of the usual suspects are on the menu, but fall short of my expectations. Typically, I find their veggies to be overcooked/limp, and the curries to be very thin and lacking in depth and richness. The same can be said for their soups and rice dishes - lacking flavor and not cooked well. Furthermore, when it comes to service, I've found the wait staff to be incredibly short and cold in dealing with myself and other guests (always rushing around, never taking the time to talk to you more than taking your order and scurrying off). I've been here with family friends before, who's Shrimp dish was obviously not fresh (as we all confirmed by trying a bit at our table before notifying the management) and they REFUSED to correct it in any way, charging us full price for the dish! Absurd. Quality Thai food is pretty hard to come by in Tucson, so Char's is passable for most, but I just can't stomach it...",,,,,,list what is atypical in the restaurant. Separate them using commas.,,"question: Given the following restaurant review, list what is atypical in the restaurant. Separate them using commas. context: I've been here a number of times, and it just keeps getting worse. Compared to other Thai restaurants I've been to around the country and in Southeast Asia, Char's is a far cry from a true Thai dining experience. All of the usual suspects are on the menu, but fall short of my expectations. Typically, I find their veggies to be overcooked/limp, and the curries to be very thin and lacking in depth and richness. The same can be said for their soups and rice dishes - lacking flavor and not cooked well. Furthermore, when it comes to service, I've found the wait staff to be incredibly short and cold in dealing with myself and other guests (always rushing around, never taking the time to talk to you more than taking your order and scurrying off). I've been here with family friends before, who's Shrimp dish was obviously not fresh (as we all confirmed by trying a bit at our table before notifying the management) and they REFUSED to correct it in any way, charging us full price for the dish! Absurd. Quality Thai food is pretty hard to come by in Tucson, so Char's is passable for most, but I just can't stomach it..."
198,The best customer service! I'm sitting in here freezing and the waiter literally came and brought me a shawl to throw over my shoulders. Such a gentlemen. I'm so grateful for Luis. Thank you.,,,,,,list what is atypical in the restaurant. Separate them using commas.,,"question: Given the following restaurant review, list what is atypical in the restaurant. Separate them using commas. context: The best customer service! I'm sitting in here freezing and the waiter literally came and brought me a shawl to throw over my shoulders. Such a gentlemen. I'm so grateful for Luis. Thank you."
199,"We celebrated New Years at the Hibachi Japanese Steak House and it was a blast! The started off with food that was incredible and then provided an awesome environment for New Years! They had two dance floors, a photo booth, and a great view of the Penns Landing fireworks! This New Years was a night to remember! I highly recommend this restaurant!","dance floors, photo booth, Penns Landing fireworks",,"dance floors, photo booth, Penns Landing fireworks","For New Years they had two dance floors, a photo booth, and a great view of the Penns Landing fireworks.","For New Year the restaurant had two dance floors, a photo booth, and a great view of the Penns Landing fireworks.",list what is atypical in the restaurant. Separate them using commas.,"dance floors, photo booth, Penns Landing fireworks","question: Given the following restaurant review, list what is atypical in the restaurant. Separate them using commas. context: We celebrated New Years at the Hibachi Japanese Steak House and it was a blast! The started off with food that was incredible and then provided an awesome environment for New Years! They had two dance floors, a photo booth, and a great view of the Penns Landing fireworks! This New Years was a night to remember! I highly recommend this restaurant!"
200,"Outstanding deli. The sandwiches we had were all great. But the secret might be in the extras that they serve. Macaroni bites, homemade chocolate ice cream and homemade brownies were all killer. Goofy and fun stuff made it a great place to go. Nice playroom for the kids as well. Give it a try!",Nice playroom,,Nice playroom,They have a nice playroom for the kids.,The restaurant has a nice playroom for the kids.,list what is atypical in the restaurant. Separate them using commas.,Nice playroom,"question: Given the following restaurant review, list what is atypical in the restaurant. Separate them using commas. context: Outstanding deli. The sandwiches we had were all great. But the secret might be in the extras that they serve. Macaroni bites, homemade chocolate ice cream and homemade brownies were all killer. Goofy and fun stuff made it a great place to go. Nice playroom for the kids as well. Give it a try!"
201,"I met my Meetup group there for lunch, this was my first visit here. Beautiful establishment, classy and stately.My order consisted of 2 appetizers and dessert: 1 pound of clams in a brothy-creamy sauce, grilled artichokes and the bread pudding. Clams were great, artichokes were the best I have ever had. Probably lightly steamed, then brushed with oil and grilled! Wowzer, that the chokes elevated to nirvana-like level Bread pudding was good and best described as a prelude to fall served in a cast iron skillet.Prompt and friendly service. It was enjoyable to walk the long hallway in the building leading to a garden, and take in the numerous pieces of art lining the walls.We took a glimpse at their larger dining room all set up for high tea. I plan on going there and experience it on a cold, snowy day this winter.We also visited the gift shop and found that the price point of most of their items was very reasonable. I purchase a cute wallet, a shawl and a necklace!!What a fun and productive experience!","garden, art, gift shop, cute wallet, shawl, necklace",,"garden, art, gift shop, cute wallet, shawl, necklace","Customers can walk a long hallway in the building leading to a garden, and take in the numerous pieces of art lining the walls.
They have a gift shop where a customer purchased a cute wallet, a shawl and a necklace.","Customers can walk a long hallway in the building leading to a garden, and take in the numerous pieces of art lining the walls.
The restaurant has a gift shop where a customer purchased a cute wallet, a shawl and a necklace.",list what is atypical in the restaurant. Separate them using commas.,"garden, art, gift shop, cute wallet, shawl, necklace","question: Given the following restaurant review, list what is atypical in the restaurant. Separate them using commas. context: I met my Meetup group there for lunch, this was my first visit here. Beautiful establishment, classy and stately.My order consisted of 2 appetizers and dessert: 1 pound of clams in a brothy-creamy sauce, grilled artichokes and the bread pudding. Clams were great, artichokes were the best I have ever had. Probably lightly steamed, then brushed with oil and grilled! Wowzer, that the chokes elevated to nirvana-like level Bread pudding was good and best described as a prelude to fall served in a cast iron skillet.Prompt and friendly service. It was enjoyable to walk the long hallway in the building leading to a garden, and take in the numerous pieces of art lining the walls.We took a glimpse at their larger dining room all set up for high tea. I plan on going there and experience it on a cold, snowy day this winter.We also visited the gift shop and found that the price point of most of their items was very reasonable. I purchase a cute wallet, a shawl and a necklace!!What a fun and productive experience!"
202,"Overall experience was fine. I had tried stopping here before on a weekend and the place had customers lined out the door, so I passed. This time, we decided to go a round lunch time on a Friday and though the place is rather small, we were able to see some tables just waiting to be bussed before we knew we could stay. Like many places I've been to eat after the pandemic, this place was short staffed and just trying to get a hostess or waitress to seat us took a while. My wife flagged a woman down and she cleaned a spot for us and gave us real menus to look over. Once we had her attention, we quickly got our orders taken and beverages brought over. I ordered from the lunch menu (a yummy breaded tenderloin that remained moist and tender and mostly fit the bun. I asked for it loaded and even got some yellow mustard which she brought over without delay too. The breading had a nice seasoning too. Since I was eating, I also upgraded to a side salad that wasn't all weeds with a vinaigrette dressing. My wife ordered from the breakfast menu getting a waffle with strawberries and bananas. Not quite crisp enough for her preference, but a decent flavor. Her comment was that it could have been raised a level with some whipped cream on top. I suggested she ask but she didn't. Food was a little slow coming out of the kitchen compared to most local brunch spots I've been to lately. But manageable. One of the perks of this spot is that even if you have to wait, there are so many Indy 500 photos and collectibles inside that it is like a mini museum adventure looking around. Plenty of food options, plenty to see, just allow a little time. Convenient parking in the side lot and some street parking out front. Reasonably priced for what you get too! Review #3927","Indy 500 photos, collectibles",mini museum,"Indy 500 photos, collectibles, mini museum",There are many Indy 500 photos and collectibles inside.,There are many Indy 500 photos and collectibles inside the restaurant.,list what is atypical in the restaurant. Separate them using commas.,"Indy 500 photos, collectibles","question: Given the following restaurant review, list what is atypical in the restaurant. Separate them using commas. context: Overall experience was fine. I had tried stopping here before on a weekend and the place had customers lined out the door, so I passed. This time, we decided to go a round lunch time on a Friday and though the place is rather small, we were able to see some tables just waiting to be bussed before we knew we could stay. Like many places I've been to eat after the pandemic, this place was short staffed and just trying to get a hostess or waitress to seat us took a while. My wife flagged a woman down and she cleaned a spot for us and gave us real menus to look over. Once we had her attention, we quickly got our orders taken and beverages brought over. I ordered from the lunch menu (a yummy breaded tenderloin that remained moist and tender and mostly fit the bun. I asked for it loaded and even got some yellow mustard which she brought over without delay too. The breading had a nice seasoning too. Since I was eating, I also upgraded to a side salad that wasn't all weeds with a vinaigrette dressing. My wife ordered from the breakfast menu getting a waffle with strawberries and bananas. Not quite crisp enough for her preference, but a decent flavor. Her comment was that it could have been raised a level with some whipped cream on top. I suggested she ask but she didn't. Food was a little slow coming out of the kitchen compared to most local brunch spots I've been to lately. But manageable. One of the perks of this spot is that even if you have to wait, there are so many Indy 500 photos and collectibles inside that it is like a mini museum adventure looking around. Plenty of food options, plenty to see, just allow a little time. Convenient parking in the side lot and some street parking out front. Reasonably priced for what you get too! Review #3927"
203,"Very vegan friendly! Love the vibe in here, as it's very bohemian & authentic. You see live music and get a delicious Indian meal. We enjoyed watching painters paint in the front entrance patio some beautiful portraits. I felt like it was in downtown California San Francisco area. I'm Punjabi and grew up eating Indian food, so I'm very critical with my favorite dish - bhindi masala. The dish was freshly made with the spice level customized to our request. Okra was very fresh, although I prefer a thicker sauce. The owner came by to check on our experience & we had a great chat. Service was excellent- we had a college student very eager to please. Highly recommend it!","live music, painters",,"live music, painters","They have live music.
One day a customer enjoyed watching painters paint in the front entrance patio some portraits.","The restaurant has live music.
One day a customer enjoyed watching painters paint in the front entrance patio some portraits.",list what is atypical in the restaurant. Separate them using commas.,"live music, painters","question: Given the following restaurant review, list what is atypical in the restaurant. Separate them using commas. context: Very vegan friendly! Love the vibe in here, as it's very bohemian & authentic. You see live music and get a delicious Indian meal. We enjoyed watching painters paint in the front entrance patio some beautiful portraits. I felt like it was in downtown California San Francisco area. I'm Punjabi and grew up eating Indian food, so I'm very critical with my favorite dish - bhindi masala. The dish was freshly made with the spice level customized to our request. Okra was very fresh, although I prefer a thicker sauce. The owner came by to check on our experience & we had a great chat. Service was excellent- we had a college student very eager to please. Highly recommend it!"
204,"I was visiting from Florida and we found this place during our short stay. We came for dinner and were back the very next morning for brunch. It is an absolutely gorgeous, peaceful atmosphere with beautiful plants all over the place. The details in their service are so lovely...they serve bread made in a clay pot with a side of peach-honey salted whipped butter. YUM. The food was great both times. I had a mushroom cream soup at dinner that was delicious and for brunch, the breakfast board. The hosts and severs were all so kind to us. The manager we met, Molly, was an absolute sweetheart and so hospitable. Behind the restaurant is a huge area of plants for sale, which are ALL in impeccable condition (I did not see one plant that did not look well taken care of and completely happy...I wanted to buy so many haha), and a cute indoor store with beautiful pots, candles, terrariums, etc. I am in love with this place and seriously wish there was one where I live. Thank you for a great memory...I'll be back!!!!!","plants, cute indoor store, beautiful pots, candles, terrariums",,"plants, cute indoor store, beautiful pots, candles, terrariums","Behind the restaurant is a huge area of plants for sale and a cute indoor store with beautiful pots, candles, terrariums, etc.","Behind the restaurant is a huge area of plants for sale and a cute indoor store with beautiful pots, candles, terrariums, etc.",list what is atypical in the restaurant. Separate them using commas.,"plants, cute indoor store, beautiful pots, candles, terrariums","question: Given the following restaurant review, list what is atypical in the restaurant. Separate them using commas. context: I was visiting from Florida and we found this place during our short stay. We came for dinner and were back the very next morning for brunch. It is an absolutely gorgeous, peaceful atmosphere with beautiful plants all over the place. The details in their service are so lovely...they serve bread made in a clay pot with a side of peach-honey salted whipped butter. YUM. The food was great both times. I had a mushroom cream soup at dinner that was delicious and for brunch, the breakfast board. The hosts and severs were all so kind to us. The manager we met, Molly, was an absolute sweetheart and so hospitable. Behind the restaurant is a huge area of plants for sale, which are ALL in impeccable condition (I did not see one plant that did not look well taken care of and completely happy...I wanted to buy so many haha), and a cute indoor store with beautiful pots, candles, terrariums, etc. I am in love with this place and seriously wish there was one where I live. Thank you for a great memory...I'll be back!!!!!"
205,"I was skeptical of Macaroni Grill due to it being a chain and having a reputation of being unhealthy, but I think it is good in moderation, and great if you are unconcerned about healthiness. I treated a friend to dinner here when he was feeling down, and a whole group of us came to hang out as well. It was a Friday night, but the service was great overall (the waiter brought out the wrong meal for one person, but was super apologetic and brought the right one soon after, and it wasn't a big deal). We had an excellent time. I had the fried mac & cheese bite appetizer and dark chocolate gelato for a relatively small meal (most portions for entrees here are huge, as you might expect at an Italian restaurant). Both were delicious! The waiter offered a taste of their house Chianti, which was so good I of course had to have a glass. Between all that and the complimentary bread with olive oil and herbs, I was feeling great by the end of the night. Our whole group of 6 people very much enjoyed their food, and my friend was successfully cheered up.Definitely recommended for an American twist on Italian. I think it would be great for couples as well as larger groups.Also, I have to say that I adore that they have an audiobook teaching Italian in the bathroom. Not the rest of the restaurant, just the bathroom. I was highly amused.",audiobook,,audiobook,They have an audiobook teaching Italian in the bathroom.,The restaurant has an audiobook teaching Italian in the bathroom.,list what is atypical in the restaurant. Separate them using commas.,audiobook,"question: Given the following restaurant review, list what is atypical in the restaurant. Separate them using commas. context: I was skeptical of Macaroni Grill due to it being a chain and having a reputation of being unhealthy, but I think it is good in moderation, and great if you are unconcerned about healthiness. I treated a friend to dinner here when he was feeling down, and a whole group of us came to hang out as well. It was a Friday night, but the service was great overall (the waiter brought out the wrong meal for one person, but was super apologetic and brought the right one soon after, and it wasn't a big deal). We had an excellent time. I had the fried mac & cheese bite appetizer and dark chocolate gelato for a relatively small meal (most portions for entrees here are huge, as you might expect at an Italian restaurant). Both were delicious! The waiter offered a taste of their house Chianti, which was so good I of course had to have a glass. Between all that and the complimentary bread with olive oil and herbs, I was feeling great by the end of the night. Our whole group of 6 people very much enjoyed their food, and my friend was successfully cheered up.Definitely recommended for an American twist on Italian. I think it would be great for couples as well as larger groups.Also, I have to say that I adore that they have an audiobook teaching Italian in the bathroom. Not the rest of the restaurant, just the bathroom. I was highly amused."
206,So many sushi places to choose from this is one of my go to places.  Good quality sushi with a good selection of rolls and includes appetizers (always a plus). Lunch for only $15.95 and dinner for $21.95 and one of the only places that offer a kids price for all you can eat under 11 years old $10.95 kid lunch and $13.95 kid dinner. Very friendly staff and quick service. Ask for the dessert sushi roll too (not on the menu) but worth a try.,,,,,,list what is atypical in the restaurant. Separate them using commas.,,"question: Given the following restaurant review, list what is atypical in the restaurant. Separate them using commas. context: So many sushi places to choose from this is one of my go to places.  Good quality sushi with a good selection of rolls and includes appetizers (always a plus). Lunch for only $15.95 and dinner for $21.95 and one of the only places that offer a kids price for all you can eat under 11 years old $10.95 kid lunch and $13.95 kid dinner. Very friendly staff and quick service. Ask for the dessert sushi roll too (not on the menu) but worth a try."
207,"If you were to drive by the Motoraunt, and didn't know it was an Edmonton culinary institution, you might conclude it was a plain, old civic eyesore. And even if you are hip to this famous burger joint whose nexus is a converted double-decker bus with a Cadillac Eldorado engine, fortified (barely) by a dilapidated shanty town of add-on roofs, rooms and patios, you may still conclude the place looks like a dump - albeit one with a certain je ne sais quoi ... character?! If you like extraordinarily large burgers and collections of kitsch you must visit the Motoraunt. It's the home of the original Monster burger - containing two ounces of beef stuffed between one colossal bun that four people can eat, if sharing novel things is your thing. I am not a burger fan, so I went for the homemade fries and gravy and they were exactly as above-average greasy-spoon fare ought to taste. No complaints on the food front ... but the service was slow. The owner, Carol's brother, is helping her out until she closes up shop in a matter of weeks - after almost 30 years (the rent went WAY up) - and while he was charming and eager-to-please he was no waiter. He brought me reading material for the wait - some kitschy coffee-stained book on the Best of Edmonton, in which Motoraunt is featured in the Top-Five-Places-to-Eat list. But that's cool. I really didn't mind the wait. The Motoraunt is the kind of place you will want to kick back and take your time to enjoy ... like a well-worn porch upon which more beer was consumed and aimless broken-record conversations unfurled, than up-keep ever done. Literally. (The city tripled the rent and bylaw handed them a to-do list even Holmes on Homes would scoff at). I chose a table in part-shade, near a garden of sunflowers, growing from rusted coloured tin-can pots. I noticed an old-school cassette tape ghetto-blaster sitting on a chair, a retro eye-sore, no doubt, to today's typical iphone-toting megalo-gadget maniacs old enough to even identify said object, that is. While the place was virtually empty, there were a few customers scattered through various sections. The Motoraunt covers four lots, and you can sit under a canopy of trees in the backyard, on one of several sheltered patios or indoors, where you might dine next to an old nine-inch T.V. with faded colour or a garish Christmas tree that lost its festive mojo back, oh, I dunno, in the summer of 1989! If you are an Edmontonian or want to catch a slice of E-town before it's gone - just go. Fast! Before Motoraunt drives off into the sunset and is just a tired. old legend of burger-has-beens.",garden of flowers,canopy of trees,"garden of flowers, canopy of trees",They have a garden of sunflowers.,The restaurant has a garden of sunflowers.,list what is atypical in the restaurant. Separate them using commas.,garden of flowers,"question: Given the following restaurant review, list what is atypical in the restaurant. Separate them using commas. context: If you were to drive by the Motoraunt, and didn't know it was an Edmonton culinary institution, you might conclude it was a plain, old civic eyesore. And even if you are hip to this famous burger joint whose nexus is a converted double-decker bus with a Cadillac Eldorado engine, fortified (barely) by a dilapidated shanty town of add-on roofs, rooms and patios, you may still conclude the place looks like a dump - albeit one with a certain je ne sais quoi ... character?! If you like extraordinarily large burgers and collections of kitsch you must visit the Motoraunt. It's the home of the original Monster burger - containing two ounces of beef stuffed between one colossal bun that four people can eat, if sharing novel things is your thing. I am not a burger fan, so I went for the homemade fries and gravy and they were exactly as above-average greasy-spoon fare ought to taste. No complaints on the food front ... but the service was slow. The owner, Carol's brother, is helping her out until she closes up shop in a matter of weeks - after almost 30 years (the rent went WAY up) - and while he was charming and eager-to-please he was no waiter. He brought me reading material for the wait - some kitschy coffee-stained book on the Best of Edmonton, in which Motoraunt is featured in the Top-Five-Places-to-Eat list. But that's cool. I really didn't mind the wait. The Motoraunt is the kind of place you will want to kick back and take your time to enjoy ... like a well-worn porch upon which more beer was consumed and aimless broken-record conversations unfurled, than up-keep ever done. Literally. (The city tripled the rent and bylaw handed them a to-do list even Holmes on Homes would scoff at). I chose a table in part-shade, near a garden of sunflowers, growing from rusted coloured tin-can pots. I noticed an old-school cassette tape ghetto-blaster sitting on a chair, a retro eye-sore, no doubt, to today's typical iphone-toting megalo-gadget maniacs old enough to even identify said object, that is. While the place was virtually empty, there were a few customers scattered through various sections. The Motoraunt covers four lots, and you can sit under a canopy of trees in the backyard, on one of several sheltered patios or indoors, where you might dine next to an old nine-inch T.V. with faded colour or a garish Christmas tree that lost its festive mojo back, oh, I dunno, in the summer of 1989! If you are an Edmontonian or want to catch a slice of E-town before it's gone - just go. Fast! Before Motoraunt drives off into the sunset and is just a tired. old legend of burger-has-beens."
208,"Went to have lunch with my family at 11:30 am (pre-Sunday football crowd). We placed a simple order (wings, chicken sandwich, and mini corn dogs) within 10 minutes of arriving, after waiting 30 minutes the waitress said our food should be out in a ""fairly short"" amount of time, 10 more minutes she said it was being prepped, and 10 more minutes we still did not have food. We watched multiple tables get food that arrived after we did. After waiting 50+ minutes for our food we asked for the manager, cancelled our order, and offered to pay for our drinks. When we arrived there were probably 25 people in the restaurant, upon leaving an hour later the restaurant was just about full with people waiting at the door. Needless to say we will not be back with that type of service.",,,,,,list what is atypical in the restaurant. Separate them using commas.,,"question: Given the following restaurant review, list what is atypical in the restaurant. Separate them using commas. context: Went to have lunch with my family at 11:30 am (pre-Sunday football crowd). We placed a simple order (wings, chicken sandwich, and mini corn dogs) within 10 minutes of arriving, after waiting 30 minutes the waitress said our food should be out in a ""fairly short"" amount of time, 10 more minutes she said it was being prepped, and 10 more minutes we still did not have food. We watched multiple tables get food that arrived after we did. After waiting 50+ minutes for our food we asked for the manager, cancelled our order, and offered to pay for our drinks. When we arrived there were probably 25 people in the restaurant, upon leaving an hour later the restaurant was just about full with people waiting at the door. Needless to say we will not be back with that type of service."
209,"Where to start. We saw a couple get up from an outside table near the water and were excited to be the first on line to perhaps snag the opportunity to sit there. Unfortunately, we were told we couldn't sit there. At first, it was ""not ready"", then, it was that you had to be a party of 3-4 (we were 2). Sadly, the entire length of our stay (inside downstairs with no a/c), nobody say there. To pay $22 for wine, $22 for charcuterie, and $12 for a infused vodka is insane. Perhaps the bite would Gabe been less has we gotten the seat we requested. As a positive note, our waitress was delightful!",,,,,,list what is atypical in the restaurant. Separate them using commas.,,"question: Given the following restaurant review, list what is atypical in the restaurant. Separate them using commas. context: Where to start. We saw a couple get up from an outside table near the water and were excited to be the first on line to perhaps snag the opportunity to sit there. Unfortunately, we were told we couldn't sit there. At first, it was ""not ready"", then, it was that you had to be a party of 3-4 (we were 2). Sadly, the entire length of our stay (inside downstairs with no a/c), nobody say there. To pay $22 for wine, $22 for charcuterie, and $12 for a infused vodka is insane. Perhaps the bite would Gabe been less has we gotten the seat we requested. As a positive note, our waitress was delightful!"
210,"This cafe & espresso bar is at the Radisson Hotel. They have a large selection of sweets and gelato in addition to beverages. There are also tasty-looking sandwiches to go. The coffee was good, and my friend loved her chai latte. All we ate were some really good chocolate-covered espresso beans from a candy machine by the counter.There were watercolors of the Philly area, done by a local artist, on the walls. The paintings were for sale. That was sort of interesting. It's better than selling a tourist a Liberty Bell shot glass!","watercolors, local artist",,"watercolors, local artist","There were watercolors of the Philly area, done by a local artist, on the walls. The paintings were for sale.","There were watercolors of the Philly area, done by a local artist, on the walls. The paintings were for sale.",list what is atypical in the restaurant. Separate them using commas.,"watercolors, local artist","question: Given the following restaurant review, list what is atypical in the restaurant. Separate them using commas. context: This cafe & espresso bar is at the Radisson Hotel. They have a large selection of sweets and gelato in addition to beverages. There are also tasty-looking sandwiches to go. The coffee was good, and my friend loved her chai latte. All we ate were some really good chocolate-covered espresso beans from a candy machine by the counter.There were watercolors of the Philly area, done by a local artist, on the walls. The paintings were for sale. That was sort of interesting. It's better than selling a tourist a Liberty Bell shot glass!"
211,"We had a fabulous dinner tonight. My husband and I had the Grouper encrusted with crab, my daughter had the grilled shrimp. All of us loved our meals. The sauce on the grouper was one that my husband couldn't get enough of. I thought he may start licking the plate! My daughter enjoyed the grilled shrimp. They had good flavor and their size was respectable for the portion size. Our server was attentive and helpful, both giving meal recommendations that were on point, along with ideas for activities for tomorrow. The view of the river walk was also a plus, even at night. We were a bit blown away at the experience at a hotel restaurant. It was a great decision.",river walk,,river walk,They offer a view of a river walk.,The restaurant offers a view of a river walk.,list what is atypical in the restaurant. Separate them using commas.,river walk,"question: Given the following restaurant review, list what is atypical in the restaurant. Separate them using commas. context: We had a fabulous dinner tonight. My husband and I had the Grouper encrusted with crab, my daughter had the grilled shrimp. All of us loved our meals. The sauce on the grouper was one that my husband couldn't get enough of. I thought he may start licking the plate! My daughter enjoyed the grilled shrimp. They had good flavor and their size was respectable for the portion size. Our server was attentive and helpful, both giving meal recommendations that were on point, along with ideas for activities for tomorrow. The view of the river walk was also a plus, even at night. We were a bit blown away at the experience at a hotel restaurant. It was a great decision."
