,review,true_nc,true_oc,true_nc_oc,true_nc_reasoning,reasoning
70,"This place is versatile as anything in the Lou! I've been here a handful of times and have always enjoyed it. I've gone for all different types of visits. I've gone for a late night drink and music, coffee and a study session, an evening meal, and an afternoon lunch and exploration. This place has it all. I have enjoyed going to do work or school work because they have bottomless coffee and free wifi. The fact that they serve their full menu all day is nice because I can order whatever I want whenever I want. I usually spend several hours working there and that is always nice to have. Waitresses never seem to mind when i stay for long periods of time and spend small amounts of money. In addition there is a lot of space to sit. Finally, I can always go upstairs to play ping pong or shuffleboard if I need a little study break.While there menu is not huge, it has quite a bit of variety. They offer very unique dishes, including some cool breakfast plates that are offered all day. I must mention that everything on the menu is made in house, including their bread, meats, and sauces, which I find to be impressive. Overall, the menu includes salads, soups, interesting appetizers, unique breakfast dishes, a variety of entree's, desserts, beers (9 oz/16 oz) and cocktails. For the most part, everything is modestly priced. This place continues to intrigue me because of all the different things it offers. It has multiple levels and it triples as a restaurant, bar, music venue. I can say I have not been there for a true concert yet, but they seem to have quite a few shows and are not usually too expensive to attend. The 1st floor is split between the music venue and the restaurant/bar. The 2nd floor has more open space that holds the shuffle board, ping pong table and more tables/chairs. It also has some balcony seating for the venue side as well as another bar on this floor. Again, I'd love to catch a show here sometime. Overall, I think that this place is worth a visit so that you can try out the menu and explore a little bit. It's not usually too crowded during the day and you could have free run of the place depending on when you go!","free wifi, ping pong, shuffleboard, music venue",balcony seating,"free wifi, ping pong, shuffleboard, music venue,  balcony seating","* Restaurants typically offer food, drinks, service, and ambiance. But, they do not typically provide wifi to connect to the internet for free. Therefore, I think the ‘free wifi’ is atypical in this restaurant.
* Restaurants typically focus on providing food and ambiance-related entertainment such as recorded music. However, restaurants do not typically provide gaming-related entertainment such as ping pong. Therefore, I think that ‘ping pong’ is an atypical aspect of this restaurant.
* Restaurants typically focus on providing food and ambiance-related entertainment such as recorded music. However, restaurants do not typically provide gaming-related entertainment such as shuffleboard. Therefore, I think that ‘shuffleboard’ is an atypical aspect of this restaurant.
* Restaurants typically focus on providing food and ambiance-related entertainment such as recorded music. However, restaurants do not typically provide music venues to attend entrainment events. Therefore, I think that the ‘music venue’ is an atypical aspect of this restaurant.","* Restaurants typically offer food, drinks, service, and ambiance. But, they do not typically provide wifi to connect to the internet for free. Therefore, I think the ‘free wifi’ is atypical in this restaurant.
* Restaurants typically focus on providing food and ambiance-related entertainment such as recorded music. However, restaurants do not typically provide gaming-related entertainment such as ping pong. Therefore, I think that ‘ping pong’ is an atypical aspect of this restaurant.
* Restaurants typically focus on providing food and ambiance-related entertainment such as recorded music. However, restaurants do not typically provide gaming-related entertainment such as shuffleboard. Therefore, I think that ‘shuffleboard’ is an atypical aspect of this restaurant.
* Restaurants typically focus on providing food and ambiance-related entertainment such as recorded music. However, restaurants do not typically provide music venues to attend entrainment events. Therefore, I think that the ‘music venue’ is an atypical aspect of this restaurant."
71,"Amazing new pizza joint. The service was outstanding - they gave my kiddo a free comic and were always attentive and just willing to chat!!! The gasparilla pizza was so good - it was a Cuban sandwich in pizza form! Wings were crispy and saucey, and the fire sticks for dessert were addictive. I think this is our new favorite pizza place!!!",free comic,None,free comic,None,None
72,"This place is absolutely delicious. The food comes out fast and hot every single time. The staff is quick and accommodating. At first I thought they were overpriced until I realized every entree comes with miso soup. Plus the entrees are huge, (and healthy!). This place is a surprisingly good value for what you pay.",None,None,None,None,None
73,"A bit of self care and indulgence for when you want to relax and de-stress and if you don't want to go to the bar but have another option. Relax and enjoy. There's a lounge area behind. So you can take your drink in the lounge and kick back. Caffeinated choices are available. If you like your tastebuds teased in a different way, this is a treat. Perfect for yogis and if you like incense. (there's no incense, but it may remind you ...). Can be a spiritual experience as there are symbolism and custom associations provided if you want to try them. Just ask the very knowledgeable Server.It is what you make it. Whatever style makes you comfortable.You have to go inside the West Market to find it! Do not miss.","lounge area, symbolism, custom associations",None,"lounge area, symbolism, custom associations","* Restaurants typically have a waiting area, but do not typically have a lounge area where you can take a drink. Therefore, I think lounge area is atypical in this restaurant.
* Restaurants typically provide food symbolism, but do not typically provide symbolism for spirituality. Therefore, I think symbolism is atypical in this restaurant.
* Restaurants typically provide food-related custom associations such as a dining ambience, but do not typically custom associations that are spirituality-related. Therefore, I think custom associatations is atypical in this restaurant.","* Restaurants typically have a waiting area, but do not typically have a lounge area where you can take a drink. Therefore, I think lounge area is atypical in this restaurant.
* Restaurants typically provide food symbolism, but do not typically provide symbolism for spirituality. Therefore, I think symbolism is atypical in this restaurant.
* Restaurants typically provide food-related custom associations such as a dining ambience, but do not typically custom associations that are spirituality-related. Therefore, I think custom associatations is atypical in this restaurant."
74,"Shoreline is right- we enjoyed our beach side, self seated high top. It was a half moon wooden table protruding from the wall but given the 25 minute wait for a table it worked just fine for us.Really you can't go wrong with a view quite like that. Sunbathers were laying out on the sand in front of the restaurant and beyond them was the gorgeous waves crashing on the shore. We watched kite surfers and jet powered surfboard surfers cruise the water on this windy day. The fresh air, and dolphin spotting makes this place a delight. There is an overhang to provide shade or you can soak up the sun. A walk up ordering station is around the corner from the self seating area or you can choose to have table service by seeing the hostess. We did self serve and only stopped in for a drink. I can understand why some said it's pricey but with a view like that, I think it's worth the price. A house glass of wine is $7- I really don't think that's bad. Also the portions looked substantial from what I could see and the waitresses were all very friendly. Tons of locals turn up here and I can see why. We intend to return as we just can't get enough of an open air beach view quite like this.","Sunbathers, shore, kite surfers, jet powered surfboard surfers, dolphin spotting, overhang, open air beach view",None,"Sunbathers, shore, kite surfers, jet powered surfboard surfers, dolphin spotting, overhang, open air beach view",None,None
75,For the price it gets the job done.   I love the staff and appreciate their hard work.   Public wanting a Ruth Chris experience should probably go there!,None,None,None,None,None
76,"I think I have a mild obsession with La Colombe. Anytime I find that they are where I am visiting, I have to go there almost every day and then buy a bunch of cold brew to come home with me.I first discovered them in SoHo in NYC and loved their delicious coffee in a no-nonsense style. They don't do almond or soy here because they believe in the integrity of the original latte, cappuccino or what have you. I like this.In my almost week long excursion out in Philliy, I was able to visit all of their three locations. I even met one of the co-owners and boasted that I had visited all the locations at the time (they had a few in NYC, all the ones in Philly, and one in Chicago ...) only to find out that they had just opened a location in ... Seoul. Yes. Korea. Wot?Well ... at least I can finally say I have been to ALL the La Colombes in North America! The co-owner is also a huge skater and owns his own skating company so I got an awesome skateboard deck out of it. Love this place!","his own skating company, awesome skateboard deck",None,"his own skating company, awesome skateboard deck",None,None
77,"Local artists, delicious baked goods, and specialty drinks with great pizzaz makes this coffee shop a winner for me.There are several spacious seating areas spread throughout the cafe, as well as outdoor seating.The almond croissant is nutty, buttery, and warmed to perfection and the drink I ordered, matcha-coconut freeze, was perfectly blended.The noise level is on the low side when it's not too busy, but can get pretty noisy after it starts to fill up.The staff is friendly and helpful and there is an overall vibe of tranquility.You can also pick up some customized Carmel sportswear and greeting cards for birthdays or anniversary gifts.","Local artists, customized Carmel sportswear, greeting cards, anniversary gifts",None,"Local artists, customized Carmel sportswear, greeting cards, anniversary gifts","* Restaurants typically focus on providing food such as pizza, almond croissants, etc, and beverages. However, restaurants do not typically have local artists for entertainment. Therefore, I think that ‘local artists’ is an atypical aspect of this restaurant.
* Restaurants typically focus on selling food such as pizza, almond croissants, etc, and beverages. However, restaurants do not typically sell any kind of garments such as customized Carmel sportswear. Therefore, I think that ‘customized Carmel sportswear’ is an atypical aspect of this restaurant.
* Restaurants typically focus on selling food such as pizza, almond croissants, etc, and beverages. However, restaurants do not typically sell any kind of cards such as greeting cards. Therefore, I think that ‘greeting cards’ is an atypical aspect of this restaurant.
* Restaurants typically focus on selling food such as pizza, almond croissants, etc, and beverages. However, restaurants do not typically sell any kind of gift items such as anniversary gifts. Therefore, I think that ‘anniversary gifts’ is an atypical aspect of this restaurant.","* Restaurants typically focus on providing food such as pizza, almond croissants, etc, and beverages. However, restaurants do not typically have local artists for entertainment. Therefore, I think that ‘local artists’ is an atypical aspect of this restaurant.
* Restaurants typically focus on selling food such as pizza, almond croissants, etc, and beverages. However, restaurants do not typically sell any kind of garments such as customized Carmel sportswear. Therefore, I think that ‘customized Carmel sportswear’ is an atypical aspect of this restaurant.
* Restaurants typically focus on selling food such as pizza, almond croissants, etc, and beverages. However, restaurants do not typically sell any kind of cards such as greeting cards. Therefore, I think that ‘greeting cards’ is an atypical aspect of this restaurant.
* Restaurants typically focus on selling food such as pizza, almond croissants, etc, and beverages. However, restaurants do not typically sell any kind of gift items such as anniversary gifts. Therefore, I think that ‘anniversary gifts’ is an atypical aspect of this restaurant."
78,"Strange as it may seem, Circle City Pizza is our #2 choice for pizza after Jockamo. CCP is the only storefront business on Market east of City Market, and the demolition of the I-65 ramp and ensuing construction didn't help their visibility. But with the streetscape finished and lots of new neighbors (*cough* Sun King *cough*) I'm hoping that this locally-owned chain/franchisey-thing will see increased traffic through their sad little dining room. Don't bother with the breadsticks or sandwiches, the thin, crunchy pizza is where it's at. It's cheap and lowbrow in the best way possible. I favor the crumbly sausage.",None,None,None,"* Restaurants typically focus on providing food such as dinner, beverages, good service and good location such as City Market. Restaurants are also mostly owned by local people.","* Restaurants typically focus on providing food such as dinner, beverages, good service and good location such as City Market. Restaurants are also mostly owned by local people."
79,"Christophe was on top of his game, and way amazing. My food came out fresh and the bartender was insanely helpful and quick. Eve one else at the bar felt so as well. I had a tour I needed to get to and I swear he got me a bread pudding in under 5 minutes. Not only that, it was raining and he got me a poncho so I wasn't dripping wet during my tour. Yes they sell ponchos, how amazing right. Anyway eat her and ask for him also.",ponchos,None,ponchos,"* Restaurants typically focus on providing food such as bread pudding, beverages, service such as a bartender, and ambiences. However, restaurants do not typically provide non-food or beverage items such as ponchos for purchase. Therefore, I think that the restaurant providing ponchos as an item for purchase is an atypical aspect of this restaurant.
","* Restaurants typically focus on providing food such as bread pudding, beverages, service such as a bartender, and ambiences. However, restaurants do not typically provide non-food or beverage items such as ponchos for purchase. Therefore, I think that the restaurant providing ponchos as an item for purchase is an atypical aspect of this restaurant."
80,"Really good sushi - in a strip mall in Bristol. Go figure. They have hibachi as well, but I feel like hibachi food is hibachi food no matter where you go; it's more about the performance. Do it once and then keep coming back for the sushi!This is a mom-and-pop type restaurant with a friendly atmosphere. If you're there for a special occasion, they'll take a polaroid and add it to their wall. I have fond memories of many family meals here. Look for my picture on the wall; I'm the adorable one.",polaroid,their wall,"polaroid, their wall","* Restaurants typically focus on serving food, and beverages, but do not typically take polaroid pictures of customers. Therefore, I think 'polaroid' is atypical in this restaurant.","* Restaurants typically focus on serving food, and beverages, but do not typically take polaroid pictures of customers. Therefore, I think 'polaroid' is atypical in this restaurant."
81,OMG. Where do I start? At the coffee bar? The tea lounge? Or should I start with the bookstore/gift shop at either entrances of this wonderful former planetarium. The open forum of this restaurant really creates this Sunday afternoon atmosphere. I feel like butterflies should be fluttering around me as I enjoy my freshly brewed tea from their tea bar or their lobster roll and fresh crisp slaw.You can't go wrong with anything on their brunch/lunch menu. Anything they make in-house is bound to be a-mazing aka their slaw. Finish off your breakfast with an award winning cup of coffee from their neighboring coffee bar as well. Just two words. Five. Stars.,bookstore/gift shop,None,bookstore/gift shop,"* Restaurants typically focus on selling food items such as lobster rolls, fresh crisp slaw and beverages such as tea, coffee, etc. However, restaurants do not typically have bookstores or gift shops to sell books or gift items. Therefore, I think that a ‘bookstore/gift shop’ is an atypical aspect of this restaurant.","* Restaurants typically focus on selling food items such as lobster rolls, fresh crisp slaw and beverages such as tea, coffee, etc. However, restaurants do not typically have bookstores or gift shops to sell books or gift items. Therefore, I think that a ‘bookstore/gift shop’ is an atypical aspect of this restaurant."
82,"Womp, womp, womp.....is probably the best way to describe this tour. The boyfriend and I were on our way home and we would pass by STL, so I decided why not drop by Budweiser for their tour! I love beer, breweries, and it is on the way home...so why not?!?! The parking lot was pretty packed on a Monday afternoon. We were approached by the beer tour guides to see if we were interested in a tour. We ended up opting for the 10 dollar fresh day tour. There is a free tour, but with this tour you get a fresh bottle of Bud to bring home and the tour is longer. We killed time before our tour walking through their museum. So when the tour began we were excited. To be honest, one guide was great while the other one seemed like he was reading everything from a script. As for beer samples, you get two dixie cups of bud or bud light and a full glass of one of their beers at the end. Don't even ask for a refill cause you will get a big fat no. This tour pretty much sucked, since every brewery tour I've been on has allowed unlimited samples or at least 6 samples. Sure you get to see the Clydesdales horses, but overall this tour was lackluster. Well on the brightside, we got our bottle of bud wrapped up like a christmas gift.","their tour, 10 dollar fresh day tour, free tour, their museum, Clydesdales horses",None,"their tour, 10 dollar fresh day tour, free tour, their museum, Clydesdales horses","* Restaurants typically focus on providing food and ambiance-related entertainment such as recorded music. However, restaurants do not typically offer tours of their place. Therefore, I think that ‘their tour’ is an atypical aspect of this restaurant.
* Restaurants typically focus on selling food and beverages. However, restaurants do not typically offer paid tours of their place. Therefore, I think that ‘10 dollar fresh day tour’ is an atypical aspect of this restaurant.
* Restaurants typically focus on providing food and ambiance-related entertainment such as recorded music. However, restaurants do not typically offer free tours of their place. Therefore, I think that the ‘free tour’ is an atypical aspect of this restaurant.
* Restaurants typically focus on providing food and ambiance-related entertainment such as recorded music. However, restaurants do not typically have their own museums for entertainment. Therefore, I think that ‘their museum’ is an atypical aspect of this restaurant.
* Restaurants typically focus on providing food and ambiance-related entertainment such as recorded music. However, restaurants do not typically have animals such as horses or in particular Clydesdales horses. Therefore, I think that ‘Clydesdales horses’ is an atypical aspect of this restaurant.
","* Restaurants typically focus on providing food and ambiance-related entertainment such as recorded music. However, restaurants do not typically offer tours of their place. Therefore, I think that ‘their tour’ is an atypical aspect of this restaurant.
* Restaurants typically focus on selling food and beverages. However, restaurants do not typically offer paid tours of their place. Therefore, I think that ‘10 dollar fresh day tour’ is an atypical aspect of this restaurant.
* Restaurants typically focus on providing food and ambiance-related entertainment such as recorded music. However, restaurants do not typically offer free tours of their place. Therefore, I think that the ‘free tour’ is an atypical aspect of this restaurant.
* Restaurants typically focus on providing food and ambiance-related entertainment such as recorded music. However, restaurants do not typically have their own museums for entertainment. Therefore, I think that ‘their museum’ is an atypical aspect of this restaurant.
* Restaurants typically focus on providing food and ambiance-related entertainment such as recorded music. However, restaurants do not typically have animals such as horses or in particular Clydesdales horses. Therefore, I think that ‘Clydesdales horses’ is an atypical aspect of this restaurant."
83,"Our recent date night at The Farm and Fisherman was pretty flawless. From the food to the service to the restaurant itself, it was a great evening. Judy was our server and she was awesome. She knew the menu inside and out and had a real appreciation for food. Obviously, I like that in a server! We started out with delicious parker rolls - it was all I could do to not wolf the entire thing but I was trying to save my cals for the rest of the meal. Josh Lawler does some really incredible things with seasonal ingredients. This was showcased especially in the first course: grilled eggplant with burrata, and a slow roasted squash. Both plates were filled with vibrant colors from the ingredients and accompanying sauces. The flavors were wonderful, and every bite was different. Next I had scallops, which were served with pastrami and sweet corn. On point. Now that it's a couple weeks later, I don't remember what my dining partner had for his second course, but I do know he enjoyed whatever it was (helpful, I know). My main course was a grilled tri tip steak, which was very lean and very tender. It was served with lima beans, which I really liked as an alternate to the usual potato. My boyfriend enjoyed his bacon-wrapped quail. Who wouldn't love a teeny bird wrapped in bacon? For dessert we shared a lemon tart which was perfection. I'm literally shaking my head at the memory. Get the tart.This was our second visit to this restaurant. The first was nearly a year ago, after they first opened. I have to admit, I enjoyed this second visit so much more, and I think it had a lot to do with the seasonal fruits and veggies of late summer. Regardless, I am really looking forward to my next meal at The Farm & Fisherman. This is the kind of place that just gets better and better.",None,None,None,"* Restaurants typically focus on providing any type of food such as grilled eggplant with burrata, roasted squash, etc, beverages, good service. Restaurants also focus on providing ambience.","* Restaurants typically focus on providing any type of food such as grilled eggplant with burrata, roasted squash, etc, beverages, good service. Restaurants also focus on providing ambience."
84,"If I lived in Suburbia for a long haul Then Kelly's is the bar that I would spend the most time in so I could take full on advantage of it's Mug Club Membership. Because I seriously can't think of a better deal that any other bar has to offer.The Yearly Membership goes for $100 and get's you two pretty awesome deal's. first you get your own personalized mug with the name of your choice. But the truly epic reason to get a membership is the fact that from that point forward domestic beers cost you $1, and Imports cost you $2 every single time that you attend. $250 gets you a lifetime membership with the same deal, and your name engraved on a plaque that goes on their wall. Seriously if it wasn't in Bryn Mawr I'd be all over that shit!But beyond that epic deal, Kelly's is your typical neighborhood gastropub that's college friendly.It has a nice wooden decor, friendly staff, and good beer selection that can make for a good time if you roll in with the right people. But overall Kelly's is just decent.",None,None,None,None,None
85,"These bowl artisans know whats up I asked for peanut butter - they DELIVERED Some honey on top?? DELIVERED Made with love ? You guessed it ! Yeah you know what, it's a lil pricy (not horrible for SB) but its the price you pay for p~e~r~f~e~c~t~i~o~n (also- its a HUGE portion) Keep up the awesome work!",None,None,None,None,None
86,"This cafe & espresso bar is at the Radisson Hotel. They have a large selection of sweets and gelato in addition to beverages. There are also tasty-looking sandwiches to go. The coffee was good, and my friend loved her chai latte. All we ate were some really good chocolate-covered espresso beans from a candy machine by the counter.There were watercolors of the Philly area, done by a local artist, on the walls. The paintings were for sale. That was sort of interesting. It's better than selling a tourist a Liberty Bell shot glass!","candy machine, watercolors, local artist, paintings",None,"candy machine, watercolors, local artist, paintings",None,None
87,"The beer is good!! They have tables to sit. They have board games to play. It was fun to just sit and have a few drinks. My wife is pregnant and she can't drink(the only reason she beat me in trivia Pursuit). They have popcorn you can buy there(cheddar and cheddar and Carmel mix). You can earn rewards for visiting there. I paid with a card and everything was easy and receipt was sent to my phone. Food***You can order from cluster truck they deliver to the parking lot. 1st time ordering you get 10% off Cluster truck has a ton of food options. And the food is Fantastic. You order from an app and they accept Apple Pay too. The reason I focus on the food is because good beer is good beer, but having food too is rare. They also have a stage area for small concerts. I will go back!! Oh and the bathroom has to be one of the cleanest public bathrooms I've used.(just saying)","board games, trivia Pursuit, small concerts",None,"board games, trivia Pursuit, small concerts","* Restaurants typically focus on providing food and ambiance-related entertainment such as recorded music. However, restaurants do not typically provide entertainment related to any kind of games such as board games. Therefore, I think that ‘board games’ is an atypical aspect of this restaurant.
* Restaurants typically focus on providing food and ambiance-related entertainment such as recorded music. However, restaurants do not typically provide entertainment related to any kind of game such as trivia Pursuit. Therefore, I think that ‘trivia Pursuit’ is an atypical aspect of this restaurant.
* Restaurants typically focus on providing food and ambiance-related entertainment such as recorded music. However, restaurants do not typically provide space for entertainment events such as ‘small concerts’. Therefore, I think that ‘small concerts’ is an atypical aspect of this restaurant.","* Restaurants typically focus on providing food and ambiance-related entertainment such as recorded music. However, restaurants do not typically provide entertainment related to any kind of games such as board games. Therefore, I think that ‘board games’ is an atypical aspect of this restaurant.
* Restaurants typically focus on providing food and ambiance-related entertainment such as recorded music. However, restaurants do not typically provide entertainment related to any kind of game such as trivia Pursuit. Therefore, I think that ‘trivia Pursuit’ is an atypical aspect of this restaurant.
* Restaurants typically focus on providing food and ambiance-related entertainment such as recorded music. However, restaurants do not typically provide space for entertainment events such as ‘small concerts’. Therefore, I think that ‘small concerts’ is an atypical aspect of this restaurant."
88,"Great drinks and appys! The service was outstanding, the food was great, and the atmosphere was relaxing. We visited during the late afternoon for drinks and appys during a staycation in downtown Boise. We ordered simple.... nachos, risotto bites, and drinks. The food, while simple, was flavorful, very fresh and presented very well. Our server was fun and quirky.... he is also a stand-up comic at this restaurant's other ""half"", which is Liquid Laughs. He was friendly and attentive. We will return to this restaurant.",stand-up comic,None,stand-up comic,None,None
89,"20 dollar unlimited beverage brunch! Why hello there, Gypsy Saloon. Way to know exactly how to sweet talk me. Unfortunately, your words only lasted so long. Bffski and I had a very rare leisurely sunday brunch here around noon thirty. Our waitress was super dull and super basic. Not that she was UNfriendly or UNhelpful, just a bit uncaring. Meh. Their pre fix menu is not overly large, but I'm sure everyone could find something they liked. We each picked some savory southwestern eggy type deals and were off to the races. We were started off with a bread plate that was not bad at all. Unless you are on a diet, like we were pretending not to be on that day. Our main courses were pretty decent, and I liked the potatoes. Unfortunately, we were each missing nearly all of our flavorful condiments necessary for our plates to be enjoyed. I appreciated it did not take long to get our server's attention and seconds for the problem to be corrected with no hassle. Obviously it would have been better had they been on our plates already, but whatevs, we were already into our third mimosa course. All in all, the brunch was not bad, and it was a great atmosphere for the situation. We really liked the decor and the set up. This time would have been probably been 3 stars by itself. However, a few weeks later, bffski and I tried to go in for happy hour. Tried. We waited about twenty minutes at the very small bar and received no service. Wasted so much precious happy hour time and we just got up and left the bar with still not a word from anyone that worked there. In a way, it ended up being fate since we thought to walk across the street to Stella Blu, and had amazing service and an amazing happy hour. All in all, I don't plan on going back. The food was not good enough to merit another visit, and the service definitely wasn't. Go to Stella Blu, even though the two restaurants have the same owner, Stella is consistently awesome with overall great service, great ambience, and beautiful decor.",None,None,None,None,None
90,"Service here can range from the sublime to the ridiculous, depending on how busy it is, the phase of the moon, tidal patterns, and if there's just one person working, but it's worth it. Their teas and coffees are great. My favorite is a soy mate latte with a splash of any of the nutty Monin syrups, and it's tasty hot or iced. I also like that they have dairy-free options, since I'm lactose intolerant. The vegan pumpkin whoopie pie is just so damn good!I wouldn't call their prices cheap, but you pay for good quality ingredients and tasty, tasty things, so you definitely get your money's worth.They're a good place to hang out and get some writing done, or a good stop-over after a lovely trip to Philly Community Acupuncture (on the top floor of the same building).",Philly Community Acupuncture,None,Philly Community Acupuncture,"* Restaurants are typically located in plazas and food courts along side other restaurants. However, restaurants are not typically located near a Philly Community Acupuncture which is on the top floor of the same building as the restaurant. Therefore, I think that the restaurant being in close proximity to the Philly Community Acupuncture is pretty unique. Therefore, I think being located near the Philly Community Acupuncture is an atypical aspect of this restaurant.","* Restaurants are typically located in plazas and food courts along side other restaurants. However, restaurants are not typically located near a Philly Community Acupuncture which is on the top floor of the same building as the restaurant. Therefore, I think that the restaurant being in close proximity to the Philly Community Acupuncture is pretty unique. Therefore, I think being located near the Philly Community Acupuncture is an atypical aspect of this restaurant."
91,"This was the first time I have been to Jones in a few years since I moved back to Philly.  A few years back, I remember loving Jones, especially their mac and cheese and chicken and waffles.  I loved how they had so many comfort food dishes, like their chicken pot pie and thanksgiving dish.  Unfortunately, this time I went back to Jones, I was pretty disappointed.  I feel like the quality, taste, and presentation of a lot of the food has declined significantly.  The mac and cheese used to be one of my favorites, but this time I had it, it literally tasted like it was taken from the box, just baked.  I was also really disappointed in the fried chicken that accompanied the waffle.  I'm not sure if it's just that other restaurants have really perfected their fried chicken recipes or if Jones' dish just got worse. Overall, I was pretty disappointed and just surprised it didn't taste better.  It also looked more like diner food compared to before.  I remember it being a more upscale food presentation, but the food the time I most recently went was not well-presented.  I was also unimpressed with the fact that I ordered a cocktail and my glass came back only filled up half-way with the cocktail.  If I'm paying cocktail prices, I definitely want a full glass or get a smaller glass.  The appearance of a half-empty glass really also turned me off.",None,None,None,"* Restaurants typically focus on providing any type of food with presentation, beverages, service. Restaurants also focus on providing ambience.","* Restaurants typically focus on providing any type of food with presentation, beverages, service. Restaurants also focus on providing ambience."
92,"Absolutly a rude staff working there. I am new in town so I don't know about drive thru policies. When I went there after waiting for God knows how much I got the most unprofessional conversation with an old staff member. I would not be mad if he just said ""I'm sorry we don't serve those on bicycles,"" but that was not the case. He talked to me like I was a homeless man begging for food. Then I decided never to go back until they put their shit together.",None,None,None,None,None
93,"The Flying V Bar and Grill-offers a delightful respite from Tucson's record breaking heat. During my three visits Ryan was manning the bar. A long list of various margarita and cocktails are offered. We enjoyed the Prickley pear and Rojo matgaritas. Ryan is an efficient and interesting local man who tutored us on our first visit with tips about hikes, and activities to see in Tucson. Sitting at the bar is an opportunity to gather information from locals not found on line or in tour books. For instance it is prudent to check the weather forecast when traveling from Tucson to Phoenix for ""haboobs"". These are intense dust storms that can slow or stop travel. I'd never heard of such a thing.Flying V is rated high for food and service, a rating deserved. Upon several recommendations we settled on the rack of ribs for dinner to share, along with local vegetables and Caesar salad. All were delivered in shared portions and were excellent. The ribs were fall of the bone tender and tasty. Our server Kelsey was efficient and attentive to our every need. The restaurant has good acoustics and even when busy the noise level is acceptable. There is an outside dining area overlooking the golf course, but it was too hot to sit outside.","tips, hikes, activities, golf course",None,"tips, hikes, activities, golf course",None,None
94,"It's my second time coming to this place. I love the concept of it. They have healthy good food, great craft selection, tea, coffee, non dairy options. What cool about this place is how kid friendly it is. They have a section where you can take your kids. They have a professional babysitting service at the restaurant. Wanna drink a beer without your 3 year old, it possible at this restaurant. The restrooms are kid friendly also. Forgot your diaper, they got you. They have a good selection of different size diapers. Wanna work or finish a paper and have someone watch your kid. The food is pretty good but the portions are little small. I have had the Cuban and it comes with chips. I have also had one of their bowls and that was really good. I was able to customize both of those meals to be dairy free. Their kid meals are good portions and they have healthy option for children.","section, professional babysitting service, different size diapers",None,"section, professional babysitting service, different size diapers",None,None
95,"I have never been so disappointed in the karaoke venue in my entire life... I made a reservation a week before my party, a small room. One of the nice things that I liked when I read online about ktop was that each karaoke room has its own bathroom! When I checked out the bathroom in our room the toilet was filled with B L O O D (SERIOUSLY!!) AND the floor was covered in an unpromising liquid substance... I don't know what it was because the floor is black but... I have a bad feeling I wouldn't want to know anyway. When we told someone, they simply flushed the toilet and let us know to be aware that the toilet was broken but we could still use it (???; though to be fair it maybe been a language barrier problem and maybe he couldn't explain what exactly was wrong with our toilet.) He also left the floor covered in whatever that was. Also, I am not exaggerating when I say that it was literally one fourth of the floor was flooded with whatever that ominous liquid was next to the toilet. I ended up requesting a different room, (one wasn't offered to me) and thankfully they complied... But this room wasn't much better. At first glance it looked pretty with the glowing lights and everything but it was very dirty and there was no toilet paper in the bathroom... We ended up having to use the box of tissues (go Kleenex!) that was in the room.The food was...... firstly the online menu is totally different from the actual menu... There was no japchae, no pineapple fried rice, no pad thai, no drunken noodles.... Nothing that could pass as a full entre or even was sized big enough to be shared! Instead we was just overpriced, under (or over) cooked appetizers and a variety of milk teas. An example is the potato shrimp which u have had else where and love- the outside was browned crispy but the inside was soft and pale raw potato... it didn't even cook well to the center... A lot of the food (crab Rangoon, lamb skewers, even the potato shrimp) was cold on arrival. Honestly it was just embarrassing... I can't imagine the chef themselves eating their own food and dm very surprised by the honestly terrible quality of the meals...The karaoke was alright. Quite a few of the songs were just music videos without lyrics and as such, they still had the voices of the actual singers, making it more of an unofficial singalong and somewhat defeating the purpose of karaoke. The song selection could've been a lot better and one of our mics was dead. We asked for another.... it also died. (We were only there for 2.5 hours, too...) All in all, it was extremely disappointed and wish I could get all two and a half of those hours back spent searching for common songs that weren't there. I will not be returning to this establishment, nor will I be recommending it to anyone. It's a shame that there aren't more karaoke venues in Chinatown that allow for underage guests because I really wanted to enjoy taking my younger friends and associates out... I guess I'll just wait till they're all 21 and take them to something a little more together.",karaoke venue,glowing lights,"karaoke venu, glowing lights","* Restaurants typically focus on serving food, and beverages, but do not typically have karaoke venues for entertainment. Therefore, I think the 'karaoke venue' is atypical in this restaurant.","* Restaurants typically focus on serving food, and beverages, but do not typically have karaoke venues for entertainment. Therefore, I think the 'karaoke venue' is atypical in this restaurant."
96,"Great spot to get something to eat after canoeing or kayaking for the day. The food is good, but I would not say there was any entree that blew me away. The location and that they offer canoeing and kayaking is what makes this place great. You can also feed the sunny fish off the deck too! I always make time to stop here for a bite and enjoy the view off the deck.","canoeing, kayaking, sunny fish",None,"canoeing, kayaking, sunny fish",None,None
97,Came here with 2 of my friends of mine since they wanted to try this place out and we didn't regret it. To begin with customer service was great waitress was very attentive and great all around.  It did take us a little long to be seated since it was busy and there was also a long line. Moreover I had the pancakes and toasted bread and everting was good and tasty. But my food was a little warm not hot which is a bummer for me. But other than that everything was great. Furthermore I well come and try them again and hopefully the food is a little better than my first time.,None,None,None,None,None
